id,label,family,title,source,cccs_type,status,statement,parameter_values,gc_discussion,profile_note
cm-5.4,CM-5(4),CM,Dual authorization,NIST SP 800-53 Rev. 5.2.0,control,,Enforce dual authorization for implementing changes to [Assignment: organization-defined system components and system-level information].,,,
cm-5.5,CM-5(5),CM,Privilege limitation for production and operation,NIST SP 800-53 Rev. 5.2.0,control,,"a. Limit privileges to change system components and system-related information within a production or operational environment
b. Review and re-evaluate privileges [Assignment: organization-defined frequency]",,,
cm-5.6,CM-5(6),CM,Limit library privileges,NIST SP 800-53 Rev. 5.2.0,control,,Limit privileges to change software resident within software libraries.,,,
cm-5.7,CM-5(7),CM,Automatic Implementation of Security Safeguards,NIST SP 800-53 Rev. 5.2.0,,withdrawn,,,,
cm-6,CM-6,CM,Configuration Settings,NIST SP 800-53 Rev. 5.2.0,control,,"A. Establish and document configuration settings for components employed within the system that reflect the most restrictive mode consistent with operational requirements using [Assignment: organization-defined common secure configurations]
B. Implement the configuration settings
C. Identify, document, and approve any deviations from established configuration settings for [Assignment: organization-defined system components] based on [Assignment: organization-defined operational requirements]
D. Monitor and control changes to the configuration settings in accordance with organizational policies and procedures",,,
cm-6.1,CM-6(1),CM,"Automated management, application, and verification",NIST SP 800-53 Rev. 5.2.0,control,,"Manage, apply, and verify configuration settings for [Assignment: organization-defined system components] using [Assignment: organization-defined automated mechanisms].",,,
cm-6.2,CM-6(2),CM,Respond to unauthorized changes,NIST SP 800-53 Rev. 5.2.0,control,,Take the following actions in response to unauthorized changes to [Assignment: organization-defined configuration settings]: [Assignment: organization-defined actions].,,,
cm-6.3,CM-6(3),CM,Unauthorized Change Detection,NIST SP 800-53 Rev. 5.2.0,,withdrawn,,,,
cm-6.4,CM-6(4),CM,Conformance Demonstration,NIST SP 800-53 Rev. 5.2.0,,withdrawn,,,,
cm-7,CM-7,CM,Least functionality,NIST SP 800-53 Rev. 5.2.0,control,,"A. Configure the system to provide only [Assignment: organization-defined mission essential capabilities]
B. Prohibit or restrict the use of the following functions, ports, protocols, software, and/or services: [Assignment: organization-defined prohibited or restricted functions, system ports, protocols, software, and/or services]",,,
cm-7.1,CM-7(1),CM,Periodic review,NIST SP 800-53 Rev. 5.2.0,control,,"a. Review the system [Assignment: organization-defined frequency] to identify unnecessary and/or nonsecure functions, ports, protocols, software, and services
b. Disable or remove [Assignment: organization-defined functions, ports, protocols, software, and services within the system deemed to be unnecessary and/or nonsecure]",,,
cm-7.2,CM-7(2),CM,Prevent program execution,NIST SP 800-53 Rev. 5.2.0,control,,"Prevent program execution in accordance with [Selection (1 or more): [Assignment: organization-defined policies, rules of behaviour, and/or access agreements regarding software program usage and restrictions]; rules authorizing the terms and conditions of software program usage].",,,
cm-7.3,CM-7(3),CM,Registration compliance,NIST SP 800-53 Rev. 5.2.0,control,,"Ensure compliance with [Assignment: organization-defined registration requirements for functions, ports, protocols, and services].",,,
cm-7.4,CM-7(4),CM,Unauthorized software — Deny-by-exception,NIST SP 800-53 Rev. 5.2.0,control,,"a. Identify [Assignment: organization-defined software programs not authorized to execute on the system]
b. Employ an allow-all, deny-by-exception policy to prohibit the execution of unauthorized software programs on the system
c. Review and update the list of unauthorized software programs [Assignment: organization-defined frequency]",,,
cm-7.5,CM-7(5),CM,Authorized software — Allow-by-exception,NIST SP 800-53 Rev. 5.2.0,control,,"a. Identify [Assignment: organization-defined software programs authorized to execute on the system]
b. Employ a deny-all, permit-by-exception policy to allow the execution of authorized software programs on the system
c. Review and update the list of authorized software programs [Assignment: organization-defined frequency]",,,
cm-7.6,CM-7(6),CM,Confined environments with limited privileges,NIST SP 800-53 Rev. 5.2.0,control,,Require that the following user-installed software execute in a confined physical or virtual machine environment with limited privileges: [Assignment: organization-defined user-installed software].,,,
cm-7.7,CM-7(7),CM,Code execution in protected environments,NIST SP 800-53 Rev. 5.2.0,control,,"Allow execution of binary or machine-executable code only in confined physical or virtual machine environments and with the explicit approval of [Assignment: organization-defined personnel or roles] when such code is:
a. obtained from sources with limited or no warranty
b. without the provision of source code",,,
cm-7.8,CM-7(8),CM,Binary or machine executable code,NIST SP 800-53 Rev. 5.2.0,control,,"a. Prohibit the use of binary or machine-executable code from sources with limited or no warranty or without the provision of source code
b. Allow exceptions only for compelling mission or operational requirements and with the approval of the authorizing official",,,
cm-7.9,CM-7(9),CM,Prohibiting the use of unauthorized hardware,NIST SP 800-53 Rev. 5.2.0,control,,"a. Identify [Assignment: organization-defined hardware components authorized for system use]
b. Prohibit the use or connection of unauthorized hardware components
c. Review and update the list of authorized hardware components [Assignment: organization-defined frequency]",,,
cm-8,CM-8,CM,System component inventory,NIST SP 800-53 Rev. 5.2.0,control,,"A. Develop and document an inventory of system components that
1. accurately reflects the system
2. includes all components within the system
3. does not include duplicate accounting of components or components assigned to any other system
4. is at the level of granularity deemed necessary for tracking and reporting
5. includes the following information to achieve system component accountability: [Assignment: organization-defined information deemed necessary to achieve effective system component accountability]
   B. Review and update the system component inventory [Assignment: organization-defined frequency]",,,
cm-8.1,CM-8(1),CM,Updates during installation and removal,NIST SP 800-53 Rev. 5.2.0,control,,"Update the inventory of system components as part of component installations, removals, and system updates.",,,
cm-8.2,CM-8(2),CM,Automated maintenance,NIST SP 800-53 Rev. 5.2.0,control,,"Maintain the currency, completeness, accuracy, and availability of the inventory of system components using [Assignment: organization-defined automated mechanisms].",,,
cm-8.3,CM-8(3),CM,Automated unauthorized component detection,NIST SP 800-53 Rev. 5.2.0,control,,"a. Detect the presence of unauthorized hardware, software, and firmware components within the system using [Assignment: organization-defined automated mechanisms] [Assignment: organization-defined frequency]
b. Take the following actions when unauthorized components are detected: [Selection (1 or more): disable network access by such components; isolate the components; notify [Assignment: organization-defined personnel or roles]]",,,
cm-8.4,CM-8(4),CM,Accountability information,NIST SP 800-53 Rev. 5.2.0,control,,"Include in the system component inventory information, a means for identifying by [Selection (1 or more): name; position; role], individuals responsible and accountable for administering those components.",,,
